Date,Adj Close,Close,High,Low,Open,Volume,ticker,daily_return,ma_5,ma_10,momentum_14,volume_zscore_20,label
2015-01-30,55.32432174682617,87.13999938964844,89.38999938964844,87.06999969482422,88.86000061035156,3526400,DUK,-0.024843236654591094,56.076029205322264,56.04110679626465,1.4031219482421875,0.635399284796966,HOLD
2015-02-02,55.235435485839844,87.0,87.29000091552734,86.11000061035156,87.0,3610600,DUK,-0.001606639867960502,55.87920989990234,56.01888732910156,1.2634391784667969,0.6586191585882033,SELL
2015-02-03,55.095760345458984,86.77999877929688,87.12000274658203,86.30999755859375,86.9000015258789,3980100,DUK,-0.0025287234390805047,55.63287353515625,55.961111831665036,0.8317337036132812,1.0584311318632125,HOLD
2015-02-04,54.58783721923828,85.9800033569336,87.18000030517578,85.76000213623047,86.66000366210938,3686300,DUK,-0.009218914904449038,55.395425415039064,55.78969192504883,0.18410873413085938,0.9911937654159076,SELL
2015-02-05,55.05766296386719,86.72000122070312,86.80999755859375,85.7699966430664,86.52999877929688,2548600,DUK,0.008606784378395016,55.060203552246094,55.66842842102051,-0.025394439697265625,-0.5704166687670086,SELL
2015-02-06,52.76569366455078,83.11000061035156,86.61000061035156,82.52999877929688,86.06999969482422,4356500,DUK,-0.041628525003332584,54.54847793579101,55.31225357055664,-2.691936492919922,1.6761581746497094,BUY
2015-02-09,52.50539779663086,82.69999694824219,83.61000061035156,82.20999908447266,83.1500015258789,3937400,DUK,-0.00493305118994003,54.00247039794922,54.94084014892578,-3.1681175231933594,1.02320064913439,HOLD
2015-02-10,53.44504928588867,84.18000030517578,84.29000091552734,82.38999938964844,82.5999984741211,4130500,DUK,0.01789628359540041,53.67232818603516,54.652600860595705,-2.8569869995117188,1.1469919055838171,SELL
2015-02-11,52.461185455322266,81.8499984741211,83.30000305175781,81.5999984741211,83.08999633789062,3368200,DUK,-0.018408886205783292,53.24699783325195,54.321211624145505,-3.809112548828125,0.18912804047910803,SELL
2015-02-12,51.95485305786133,81.05999755859375,82.05000305175781,80.88999938964844,81.69000244140625,4835900,DUK,-0.009651562256292268,52.62643585205078,53.843319702148435,-4.372589111328125,1.7870524573889588,SELL
2015-02-13,51.17289733886719,79.83999633789062,80.97000122070312,79.20999908447266,80.97000122070312,4677500,DUK,-0.015050677135460044,52.30787658691406,53.42817726135254,-5.046634674072266,1.4797679199098805,BUY
2015-02-17,50.88446807861328,79.38999938964844,80.91999816894531,78.80000305175781,79.44000244140625,6286600,DUK,-0.005636367594039626,51.983690643310545,52.99308052062988,-5.442974090576172,2.5320324610045506,HOLD
2015-02-18,51.89716720581055,80.97000122070312,81.41999816894531,79.02999877929688,79.2300033569336,4841300,DUK,0.019901930106308807,51.67411422729492,52.67322120666504,-3.877910614013672,1.1272003201685001,SELL
2015-02-19,50.74346160888672,79.16999816894531,81.2300033569336,79.12000274658203,81.20999908447266,5473000,DUK,-0.02223060831718493,51.330569458007815,52.288783645629884,-5.9903106689453125,1.4761007174698093,HOLD
2015-02-20,50.44861602783203,78.70999908447266,79.61000061035156,77.79000091552734,79.13999938964844,4419200,DUK,-0.005810513743174539,51.02932205200195,51.82787895202637,-4.875705718994141,0.5469697171280469,BUY
2015-02-23,50.80116271972656,79.26000213623047,79.61000061035156,78.41000366210938,78.86000061035156,3944000,DUK,0.006988233169766822,50.95497512817383,51.631425857543945,-4.434272766113281,0.06955573401242153,HOLD
2015-02-24,51.17930221557617,79.8499984741211,80.18000030517578,78.76000213623047,79.08000183105469,3771500,DUK,0.007443520494517575,51.01394195556641,51.498816299438474,-3.9164581298828125,-0.19633130257384743,SELL
2015-02-25,50.64091110229492,79.01000213623047,79.95999908447266,78.75,79.94999694824219,3250200,DUK,-0.01051970405953273,50.762690734863284,51.2184024810791,-3.9469261169433594,-0.8793288269377173,HOLD
2015-02-26,50.35248565673828,78.55999755859375,79.36000061035156,78.5,79.2699966430664,2548600,DUK,-0.005695502692951493,50.684495544433595,51.0075325012207,-4.705177307128906,-1.554447650506083,SELL
2015-02-27,50.34608840942383,78.55000305175781,78.87000274658203,78.02999877929688,78.48999786376953,2474500,DUK,-0.0001270492852738503,50.66399002075195,50.846656036376956,-2.419605255126953,-1.5670962113846247,SELL
2015-03-02,49.39106750488281,77.05999755859375,78.4800033569336,76.38999938964844,78.4800033569336,5027800,DUK,-0.01896911825154335,50.381970977783205,50.66847305297851,-3.114330291748047,0.9855156767509061,HOLD
2015-03-03,49.679508209228516,77.51000213623047,77.51000213623047,76.61000061035156,77.05999755859375,3688300,DUK,0.005839936630589904,50.08201217651367,50.54797706604004,-3.7655410766601562,-0.38088549410579065,HOLD
2015-03-04,49.40389633178711,77.08000183105469,77.30000305175781,76.56999969482422,77.12000274658203,2773200,DUK,-0.005547798023294637,49.83460922241211,50.2986499786377,-3.0572891235351562,-1.20060380494113,SELL
2015-03-05,49.724365234375,77.58000183105469,77.88999938964844,77.16999816894531,77.29000091552734,2562900,DUK,0.006486713121484966,49.70898513793945,50.196740341186526,-2.230487823486328,-1.2907409721945968,SELL
2015-03-06,48.04509353637695,74.95999908447266,76.55999755859375,74.55000305175781,76.55999755859375,6385700,DUK,-0.033771606537013166,49.24878616333008,49.95638809204102,-3.1278038024902344,1.9569002679814596,HOLD
2015-03-09,47.91691207885742,74.76000213623047,75.4800033569336,74.75,75.0,3301300,DUK,-0.002667940638360511,48.953955078125,49.6679630279541,-2.9675559997558594,-0.6741305672168529,HOLD
2015-03-10,47.87844467163086,74.69999694824219,75.44999694824219,73.9800033569336,74.19999694824219,5272100,DUK,-0.0008027939522324834,48.59374237060547,49.33787727355957,-4.0187225341796875,0.940481050382175,HOLD
2015-03-11,47.60924530029297,74.27999877929688,75.2300033569336,74.04000091552734,75.05999755859375,4941000,DUK,-0.005622558819196488,48.23481216430664,49.03471069335937,-3.13421630859375,0.6217941333166159,HOLD
2015-03-12,48.250205993652344,75.27999877929688,75.45999908447266,74.56999969482422,74.6500015258789,3497400,DUK,0.013462945890373668,47.93998031616211,48.82448272705078,-2.1984100341796875,-0.5843137286125215,HOLD
2015-03-13,47.820777893066406,74.61000061035156,75.23999786376953,73.9800033569336,75.23999786376953,3090000,DUK,-0.008900026263979677,47.8951171875,48.571951675415036,-2.9803848266601562,-0.8408201723076328,HOLD
2015-03-16,48.525794982910156,75.70999908447266,76.33000183105469,75.1500015258789,75.19000244140625,3235700,DUK,0.014742902999618002,48.016893768310545,48.48542442321777,-2.6535072326660156,-0.657517252441657,HOLD
2015-03-17,48.12200927734375,75.08000183105469,75.88999938964844,74.81999969482422,75.36000061035156,2565900,DUK,-0.008321052869069145,48.065606689453126,48.329674530029294,-2.518901824951172,-1.1266912802289113,BUY
2015-03-18,48.968048095703125,76.4000015258789,76.80999755859375,74.79000091552734,75.06999969482422,5754400,DUK,0.01758111997118328,48.33736724853516,48.286089706420896,-1.3844375610351562,1.5452104705710095,HOLD
2015-03-19,48.718082427978516,76.01000213623047,77.13999938964844,75.80000305175781,76.18000030517578,4431200,DUK,-0.005104668808445845,48.43094253540039,48.18546142578125,-1.6280059814453125,0.5079954223205592,BUY
2015-03-20,49.141090393066406,76.66999816894531,76.75,75.86000061035156,76.11000061035156,7064800,DUK,0.008682771242345844,48.69500503540039,48.295061111450195,-0.24997711181640625,2.279166849311927,HOLD
2015-03-23,49.224449157714844,76.80000305175781,76.98999786376953,76.44000244140625,76.68000030517578,3073000,DUK,0.0016963149165325486,48.83473587036133,48.42581481933594,-0.4550590515136719,-0.6299968333176718,SELL
