Date,Adj Close,Close,High,Low,Open,Volume,ticker,daily_return,ma_5,ma_10,momentum_14,volume_zscore_20,label
2015-01-30,73.31182098388672,104.83000183105469,106.2699966430664,103.7300033569336,104.33000183105469,13608200,GILD,0.0062393555126820655,73.2348876953125,72.89570999145508,1.8322601318359375,-0.2727117846583738,BUY
2015-02-02,74.26292419433594,106.19000244140625,107.19000244140625,104.43000030517578,106.0999984741211,13965600,GILD,0.01297339498166683,73.10621185302735,73.27894897460938,3.48272705078125,-0.22297009920125713,SELL
2015-02-03,74.95527648925781,107.18000030517578,107.30999755859375,104.0999984741211,106.70999908447266,19849900,GILD,0.009322987243406633,73.4069320678711,73.51672592163087,6.972419738769531,1.0832346195755473,SELL
2015-02-04,68.8360366821289,98.43000030517578,100.20999908447266,95.80999755859375,98.93000030517578,59415800,GILD,-0.08163854626039413,72.84465942382812,73.15656509399415,-0.5804672241210938,3.9036245130483858,HOLD
2015-02-05,69.86408996582031,99.9000015258789,100.91999816894531,97.30000305175781,98.91999816894531,20641500,GILD,0.014934812247235474,72.24602966308593,72.79011154174805,1.7483444213867188,0.34507741804307557,SELL
2015-02-06,68.17166900634766,97.4800033569336,100.58000183105469,97.1500015258789,99.7300033569336,21546300,GILD,-0.02422447584017251,71.21799926757812,72.22644348144532,-2.2588653564453125,0.4137671846114837,HOLD
2015-02-09,67.76604461669922,96.9000015258789,98.66999816894531,96.62999725341797,97.01000213623047,12668500,GILD,-0.00595004340601768,69.91862335205079,71.51241760253906,-4.81146240234375,-0.38008973514791405,BUY
2015-02-10,68.75910949707031,98.31999969482422,98.75,97.12000274658203,97.75,11495100,GILD,0.014654313764188354,68.67938995361328,71.04316101074218,-3.6785354614257812,-0.47922914431410085,BUY
2015-02-11,69.92002868652344,99.9800033569336,101.26000213623047,98.41999816894531,98.62999725341797,14529600,GILD,0.016883860159686792,68.89618835449218,70.87042388916015,-3.6085968017578125,-0.15300149080336262,BUY
2015-02-12,70.49347686767578,100.80000305175781,101.69999694824219,99.5999984741211,100.62000274658203,10659900,GILD,0.00820148664016318,69.02206573486328,70.63404769897461,-3.3148727416992188,-0.48136459112432983,BUY
2015-02-13,71.26275634765625,101.9000015258789,101.9000015258789,100.83000183105469,101.26000213623047,11084700,GILD,0.010912775396573204,69.640283203125,70.42914123535157,-3.6435470581054688,-0.44047016185135185,BUY
2015-02-17,72.61946105957031,103.83999633789062,103.8499984741211,101.91000366210938,102.05999755859375,10789900,GILD,0.019038061133860085,70.61096649169922,70.264794921875,-0.83221435546875,-0.4501139458251066,SELL
2015-02-18,72.68941497802734,103.94000244140625,104.13999938964844,103.01000213623047,103.76000213623047,7459400,GILD,0.0009632943764157353,71.39702758789062,70.03820877075195,1.0420150756835938,-0.6939148903716655,SELL
2015-02-19,71.84319305419922,102.7300033569336,104.30999755859375,102.55000305175781,103.4000015258789,9203800,GILD,-0.01164161142422071,71.78166046142579,70.33892440795898,-1.0140457153320312,-0.5197367696519091,BUY
2015-02-20,71.75927734375,102.61000061035156,102.98999786376953,101.91999816894531,102.41999816894531,9965400,GILD,-0.001168039822310174,72.03482055664062,70.52844314575195,-1.5525436401367188,-0.4361573279095173,BUY
2015-02-23,73.08805084228516,104.51000213623047,104.98999786376953,102.94999694824219,102.95999908447266,8926900,GILD,0.01851709699039894,72.3998794555664,71.0200813293457,-1.1748733520507812,-0.5250110576728774,HOLD
2015-02-24,73.22091674804688,104.69999694824219,105.41999816894531,104.01000213623047,104.58999633789062,7830300,GILD,0.0018178882078607739,72.52017059326172,71.56556854248046,-1.7343597412109375,-0.6080851703993245,HOLD
2015-02-25,73.0320816040039,104.43000030517578,105.0,103.9000015258789,104.83999633789062,7270200,GILD,-0.0025789781449029325,72.58870391845703,71.99286575317383,4.196044921875,-0.6393912752817709,HOLD
2015-02-26,72.86425018310547,104.19000244140625,104.8499984741211,103.30000305175781,104.30000305175781,6698000,GILD,-0.0022980506266884193,72.79291534423828,72.28728790283203,3.0001602172851562,-0.6614616518461434,HOLD
2015-02-27,72.40269470214844,103.52999877929688,104.33999633789062,102.70999908447266,104.27999877929688,7940000,GILD,-0.006334457292803464,72.92159881591797,72.4782096862793,4.231025695800781,-0.5507297509919756,HOLD
2015-03-02,72.61247253417969,103.83000183105469,104.30000305175781,102.80000305175781,104.30000305175781,7672800,GILD,0.0028973760285337935,72.82648315429688,72.61318130493164,4.846427917480469,-0.5437037626940828,HOLD
2015-03-03,71.88517761230469,102.79000091552734,103.9000015258789,102.1500015258789,103.83999633789062,8348500,GILD,-0.010016115640913537,72.55933532714843,72.53975296020508,3.126068115234375,-0.45855952193043437,HOLD
2015-03-04,72.07400512695312,103.05999755859375,104.08000183105469,101.66000366210938,102.08999633789062,8884500,GILD,0.0026267934631369894,72.36772003173829,72.47821197509765,2.1539764404296875,-0.3671152129153502,SELL
2015-03-05,72.32576751708984,103.41999816894531,104.44999694824219,102.72000122070312,103.43000030517578,8650700,GILD,0.00349310947398096,72.26002349853516,72.52646942138672,1.8322906494140625,-0.4798025798931907,SELL
2015-03-06,71.19982147216797,101.80999755859375,103.75,101.70999908447266,103.0,8658900,GILD,-0.0155677026815626,72.01944885253906,72.47052383422852,-0.06293487548828125,-0.4038492031748316,SELL
2015-03-09,70.89208221435547,101.37000274658203,101.9800033569336,100.19000244140625,101.54000091552734,9335900,GILD,-0.004322191424774746,71.67537078857421,72.25092697143555,-1.7273788452148438,-0.03433153131055453,SELL
2015-03-10,69.11579132080078,98.83000183105469,100.55000305175781,98.69999694824219,99.87000274658203,12728900,GILD,-0.02505626634274527,71.12149353027344,71.84041442871094,-3.5736236572265625,1.6789937811322238,BUY
